ma_cd,bat_dau,ket_thuc,tram_muon,tram_tra,ma_kh,loai_xe,quang_duong_km,danh_gia
CD02001,26/07/2025 18:31,26/07/2025 18:44,DN02,DN01,KH0207,Xe đạp,2.0,Hài lòng
CD02002,26/07/2025 18:59,26/07/2025 19:16,DN03,DN02,,Xe đạp điện,4.2,Hài lòng
CD02003,27/07/2025 05:55,27/07/2025 06:16,HA01,HA01,KH0283,Xe đạp điện,4.0,Hài lòng
CD02004,27/07/2025 06:43,27/07/2025 07:34,DN02,DN02,,Xe máy điện,20.5,Hài lòng
CD02005,27/07/2025 07:03,27/07/2025 07:30,HA01,HA02,KH0314,Xe đạp điện  ,6.6,Hài lòng
CD02006,27/07/2025 07:14,27/07/2025 07:28,DN03,DN02,KH0247,Xe đạp,3.5,Rất hài lòng
CD02007,27/07/2025 07:58,27/07/2025 08:27,HA01,HA01,KH0351,Xe đạp điện,9.3,Rất hài lòng
CD02008,27/07/2025 10:47,27/07/2025 11:17,HA02,HA02,KH0265,Xe đạp điện,8.6,Hài lòng
CD02009,27/07/2025 12:26,27/07/2025 12:45,DN01,DN04,KH0179,Xe máy điện,7.2,Rất hài lòng
CD02010,27/07/2025 12:43,27/07/2025 13:10,HA02,HA01,KH0164,XE ĐẠP,4.2,Bình thường
CD02011,27/07/2025 13:27,27/07/2025 14:19,DN03,DN02,KH0419,XE MÁY ĐIỆN,21.1,
CD02012,27/07/2025 15:01,27/07/2025 15:22,HA01,HA01,,Xe đạp điện,6.7,Bình thường
CD02013,27/07/2025 16:54,27/07/2025 17:50,HA01,HA01,,Xe đạp điện,16.8,
CD02014,27/07/2025 17:12,27/07/2025 17:24,DN01,DN02,KH0093,Xe đạp,2.4,Bình thường
CD02015,27/07/2025 17:44,27/07/2025 18:07,DN02,DN03,,Xe máy điện,5.2,Hài lòng
CD02016,27/07/2025 18:49,27/07/2025 19:15,HA02,HA02,KH0397,Xe đạp,4.3,Bình thường
CD02017,27/07/2025 18:49,27/07/2025 19:03,HA01,HA01,KH0171,Xe đạp,2.1,Rất hài lòng
CD02018,27/07/2025 20:15,27/07/2025 20:25,HA02,HA01,,Xe đạp,2.3,Rất hài lòng
CD02019,27/07/2025 20:40,27/07/2025 21:01,DN02,DN01,,Xe đạp điện  ,6.3,Hài lòng
CD02020,27/07/2025 21:11,27/07/2025 21:22,HA01,HA01,KH0011,Xe đạp điện,3.1,
CD02021,28/07/2025 07:00,28/07/2025 07:35,DN03,DN02,,xe máy điện,12.1,
CD02022,28/07/2025 07:24,28/07/2025 08:18,HA01,HA01,KH0007,Xe máy điện,18.1,
CD02023,28/07/2025 07:30,28/07/2025 08:40,DN01,DN03,,Xe máy điện,35.0,
CD02024,28/07/2025 08:05,28/07/2025 08:35,DN03,DN01,KH0341,XE ĐẠP ĐIỆN,8.8,Rất hài lòng
CD02025,28/07/2025 08:19,28/07/2025 08:31,DN01,DN04,KH0452,Xe đạp điện,3.6,
CD02026,28/07/2025 08:30,28/07/2025 08:47,DN02,DN01,KH0417,Xe đạp,2.9,Hài lòng
CD02027,28/07/2025 09:56,28/07/2025 10:15,HA01,HA01,KH0314,Xe đạp,2.9,Rất hài lòng
CD02028,28/07/2025 12:50,28/07/2025 14:12,HA02,HA01,,Xe máy điện,28.4,Rất hài lòng
CD02029,28/07/2025 13:59,28/07/2025 14:41,HA02,HA02,,XE MÁY ĐIỆN,15.9,Rất hài lòng
CD02030,28/07/2025 14:29,28/07/2025 14:40,HA02,HA01,KH0417,Xe đạp,1.9,
CD02031,28/07/2025 15:17,28/07/2025 16:23,DN01,DN01,, Xe đạp,12.5,Hài lòng
CD02032,28/07/2025 15:42,28/07/2025 16:00,HA01,HA01,KH0391,Xe đạp điện,4.0,
CD02033,28/07/2025 16:07,28/07/2025 16:26,DN01,DN03,KH0201,Xe đạp,2.6,Không hài lòng
CD02034,28/07/2025 16:25,28/07/2025 16:55,DN04,DN01,,Xe máy điện,9.8,Không hài lòng
CD02035,28/07/2025 17:03,28/07/2025 17:27,DN01,DN03,,Xe đạp điện,6.2,Bình thường
CD02036,28/07/2025 17:15,28/07/2025 17:30,DN02,DN03,KH0517,XE ĐẠP,3.1,Bình thường
CD02037,28/07/2025 17:20,28/07/2025 18:06,HA01,HA02,,xe đạp điện,10.0,Bình thường
CD02038,28/07/2025 18:09,28/07/2025 19:02,HA02,HA01,KH0245,XE MÁY ĐIỆN,,
CD02039,28/07/2025 18:09,28/07/2025 18:57,DN02,DN01,KH0456,Xe máy điện,16.2,Hài lòng
CD02040,28/07/2025 18:18,28/07/2025 19:04,HA02,HA02,,Xe máy điện,17.7,Rất hài lòng
CD02041,28/07/2025 18:20,28/07/2025 19:21,HA01,HA01,,Xe máy điện,19.9,Hài lòng
CD02042,28/07/2025 18:26,28/07/2025 19:22,DN07,HA01,KH0516,Xe máy điện,25.0,Hài lòng
CD02043,28/07/2025 18:34,28/07/2025 18:52,DN04,DN01,,Xe đạp,4.3,Hài lòng
CD02044,28/07/2025 18:58,28/07/2025 19:12,DN01,DN01,,Xe đạp điện,3.5,Rất hài lòng
CD02045,28/07/2025 19:18,28/07/2025 19:37,DN01,DN03,KH0052,Xe máy điện,7.8,Bình thường
CD02046,28/07/2025 19:28,28/07/2025 19:10,DN03,DN02,KH0439,Xe đạp điện,4.2,Bình thường
CD02047,28/07/2025 19:51,28/07/2025 20:24,DN04,DN03,,Xe đạp điện,10.9,Hài lòng
CD02048,28/07/2025 20:35,28/07/2025 21:03,HA01,HA02,KH0225,Xe đạp điện,9.7,Bình thường
CD02048,28/07/2025 20:35,28/07/2025 21:03,HA01,HA02,KH0225,Xe đạp điện,9.7,Bình thường
CD02049,28/07/2025 22:03,28/07/2025 22:37,DN04,DN03,KH0444,Xe đạp điện,7.3,
CD02050,29/07/2025 05:45,29/07/2025 06:06,HA01,HA02,KH0395,Xe đạp,3.1,
CD02051,29/07/2025 06:04,29/07/2025 06:12,DN03,DN03,KH0112,Xe đạp điện,2.8,Hài lòng
CD02052,29/07/2025 06:05,29/07/2025 06:26,DN03,DN01,,Xe máy điện,9.1,Rất hài lòng
CD02053,29/07/2025 06:11,29/07/2025 06:38,DN03,DN02,KH0473,Xe đạp điện,6.1,Hài lòng
CD02054,29/07/2025 07:10,29/07/2025 07:53,DN01,DN03,KH0035,Xe máy điện,15.7,Hài lòng
CD02055,29/07/2025 07:14,29/07/2025 07:51,DN04,DN01,,Xe đạp,5.4,Hài lòng
CD02056,29/07/2025 08:18,29/07/2025 08:27,DN04,DN03,,Xe đạp điện,2.7,Hài lòng
CD02057,29/07/2025 10:22,29/07/2025 10:47,HA01,HA02,,Xe đạp,4.8,Hài lòng
CD02058,29/07/2025 10:24,29/07/2025 11:03,DN03,DN02,,Xe máy điện,13.2,Hài lòng
CD02059,29/07/2025 12:00,29/07/2025 12:33,HA01,HA02,KH0331,Xe đạp điện,9.2,Rất hài lòng
CD02060,29/07/2025 16:31,29/07/2025 16:51,DN01,DN02,KH0509,Xe đạp điện,6.1,Hài lòng
CD02061,29/07/2025 16:37,29/07/2025 17:17,DN04,DN02,KH0185,Xe máy điện,21.2,Bình thường
CD02062,29/07/2025 16:37,29/07/2025 16:58,DN03,DN02,KH0112,Xe đạp điện,4.3,Hài lòng
CD02063,29/07/2025 17:45,29/07/2025 18:25,HA02,HA02,KH0115,xe đạp điện,8.2,
CD02064,29/07/2025 18:19,29/07/2025 18:29,DN02,DN03,,XE ĐẠP ĐIỆN,2.5,Hài lòng
CD02065,29/07/2025 19:28,29/07/2025 19:59,DN02,DN04,,Xe máy điện,15.8,Rất hài lòng
CD02066,29/07/2025 21:45,29/07/2025 22:09,DN04,DN01,KH0257,Xe đạp điện,5.7,Bình thường
CD02067,30/07/2025 06:36,30/07/2025 06:47,DN01,DN01,KH0040,Xe đạp điện,3.1,
CD02068,30/07/2025 07:47,30/07/2025 09:02,HA01,HA01,,Xe máy điện,28.1,Hài lòng
CD02069,30/07/2025 08:23,30/07/2025 08:50,HA01,HA02,,Xe đạp điện,6.9,Bình thường
CD02070,30/07/2025 08:59,30/07/2025 09:14,HA02,HA01,KH0331,Xe đạp,2.8,Rất hài lòng
CD02071,30/07/2025 09:14,30/07/2025 09:29,HA02,HA02,KH0376,Xe đạp điện,3.2,Rất hài lòng
CD02072,30/07/2025 11:53,30/07/2025 13:17,DN03,DN02,,Xe đạp điện,25.5,Hài lòng
CD02073,30/07/2025 13:59,30/07/2025 14:37,HA01,HA02,KH0190,Xe đạp điện,7.4,
CD02074,30/07/2025 14:13,30/07/2025 14:41,DN04,DN01,KH0378,Xe đạp điện  ,6.8,Bình thường
CD02075,30/07/2025 14:29,30/07/2025 14:45,DN01,DN04,,Xe máy điện,7.4,Rất hài lòng
CD02076,30/07/2025 15:16,30/07/2025 15:34,DN01,DN02,KH0137,xe đạp điện,3.9,Rất hài lòng
CD02077,30/07/2025 16:37,30/07/2025 16:54,DN01,DN04,KH0124,Xe máy điện,6.0,Hài lòng
CD02078,30/07/2025 17:20,30/07/2025 17:46,DN03,DN03,KH0008,Xe đạp điện,6.8,Bình thường
CD02079,30/07/2025 17:28,30/07/2025 18:13,HA02,HA01,,Xe đạp điện,11.6,Rất hài lòng
CD02080,30/07/2025 17:50,30/07/2025 18:07,DN03,DN03,KH0275,Xe máy điện,3.8,Bình thường
CD02081,30/07/2025 18:52,30/07/2025 19:19,DN02,DN03,KH0493,Xe máy điện,11.3,Bình thường
CD02082,30/07/2025 18:59,30/07/2025 19:34,DN03,DN02,KH0082,XE ĐẠP ĐIỆN,11.0,Hài lòng
CD02083,31/07/2025 07:45,31/07/2025 08:17,DN01,DN04,KH0291,Xe máy điện,14.4,Rất hài lòng
CD02084,31/07/2025 08:20,31/07/2025 09:34,HA01,HA01,KH0106,Xe đạp,14.1,Hài lòng
CD02085,31/07/2025 09:00,31/07/2025 09:31,DN01,DN04,KH0495,Xe máy điện,12.4,Rất hài lòng
CD02086,31/07/2025 14:21,31/07/2025 14:57,DN01,DN02,,Xe máy điện,13.3,Hài lòng
CD02087,31/07/2025 16:10,31/07/2025 16:32,DN01,DN02,KH0399,Xe máy điện,7.5,Rất hài lòng
CD02088,31/07/2025 16:15,31/07/2025 16:55,DN01,DN01,,Xe máy điện,11.9,Hài lòng
CD02089,31/07/2025 16:46,31/07/2025 16:47,HA02,HA02,,Xe máy điện,0.0,Rất hài lòng
CD02090,31/07/2025 17:03,31/07/2025 18:03,DN01,DN03,KH0145,Xe đạp điện,16.4,Rất hài lòng
CD02091,31/07/2025 17:37,31/07/2025 17:58,HA02,HA01,KH0260,Xe đạp,4.3,Bình thường
CD02092,31/07/2025 19:22,31/07/2025 19:39,HA01,HA01,KH0349,Xe đạp,3.3,Rất hài lòng
CD02093,31/07/2025 19:29,31/07/2025 19:35,DN03,DN03,KH0181,Xe đạp,1.1,Không hài lòng
CD02094,31/07/2025 19:36,31/07/2025 20:03,DN01,DN03,,XE ĐẠP ĐIỆN,7.7,Hài lòng
CD02095,31/07/2025 21:34,31/07/2025 22:09,DN02,DN04,KH0116, Xe đạp,6.1,
CD02096,01/08/2025 07:08,01/08/2025 07:36,DN03,DN03,,Xe máy điện,11.2,Rất hài lòng
CD02097,01/08/2025 07:19,01/08/2025 07:43,HA02,HA01,KH0459,Xe đạp,4.3,Hài lòng
CD02098,01/08/2025 07:59,01/08/2025 08:43,DN04,DN01,,Xe may dien,17.9,
CD02099,01/08/2025 07:59,01/08/2025 08:49,DN03,DN01,KH0081,Xe máy điện,15.8,Bình thường
CD02100,01/08/2025 08:16,01/08/2025 08:28,DN03,DN02,KH0095,Xe máy điện,6.4,Hài lòng
CD02101,01/08/2025 10:02,01/08/2025 11:01,HA01,HA01,,Xe đạp điện,16.9,Hài lòng
CD02102,01/08/2025 11:07,01/08/2025 11:39,HA02,HA01,,Xe đạp điện,9.7,Rất hài lòng
CD02103,01/08/2025 12:27,01/08/2025 13:01,DN04,DN02,,Xe máy điện,13.6,Rất hài lòng
CD02104,01/08/2025 12:51,01/08/2025 13:13,DN04,DN02,KH0111,Xe máy điện,8.1,Rất hài lòng
CD02105,01/08/2025 13:29,01/08/2025 13:51,HA01,HA01,KH0303,Xe đạp điện,5.2,
CD02106,01/08/2025 14:09,01/08/2025 14:33,DN02,DN03,KH0155,Xe may dien,6.7,Rất hài lòng
CD02107,01/08/2025 16:12,01/08/2025 16:33,HA01,HA02,,XE ĐẠP ĐIỆN,6.2,Bình thường
CD02108,01/08/2025 16:20,01/08/2025 17:01,HA01,HA01,,Xe máy điện,17.5,Rất hài lòng
CD02109,01/08/2025 17:19,01/08/2025 17:26,HA02,HA01,,Xe đạp,1.4,
CD02110,01/08/2025 18:25,01/08/2025 18:57,HA02,HA02,KH0287,Xe đạp điện  ,14.4,
CD02111,01/08/2025 20:27,01/08/2025 20:50,DN02,DN01,KH0009,Xe máy điện,8.6,Rất hài lòng
CD02112,02/08/2025 06:33,02/08/2025 06:47,DN02,DN03,KH0302,Xe đạp,2.0,Không hài lòng
CD02113,02/08/2025 07:20,02/08/2025 07:49,DN03,DN01,,Xe máy điện,7.8,Rất hài lòng
CD02114,02/08/2025 07:27,02/08/2025 08:05,HA02,HA02,KH0488,Xe máy điện,14.2,Hài lòng
CD02115,02/08/2025 07:30,02/08/2025 07:37,DN04,DN02,KH0175,Xe đạp điện,2.1,
CD02116,02/08/2025 07:34,02/08/2025 07:49,HA02,HA02,KH0371,Xe đạp,2.4,Rất hài lòng
CD02116,02/08/2025 07:34,02/08/2025 07:49,HA02,HA02,KH0371,Xe đạp,2.4,Rất hài lòng
CD02117,02/08/2025 08:49,02/08/2025 09:21,DN02,DN03,KH0314,xe đạp điện,8.3,Hài lòng
CD02118,02/08/2025 09:37,02/08/2025 10:36,HA01,HA01,,XE MÁY ĐIỆN,29.3,Rất hài lòng
CD02119,02/08/2025 10:08,02/08/2025 10:15,DN01,DN04,KH0287,Xe đạp,1.8,Rất hài lòng
CD02120,02/08/2025 10:49,,HA01,HA02,,Xe đạp điện,7.4,Rất hài lòng
CD02121,02/08/2025 13:38,02/08/2025 15:04,DN02,DN02,,XE MÁY ĐIỆN,35.4,Bình thường
CD02122,02/08/2025 14:27,02/08/2025 15:21,HA01,HA01,KH0026,Xe may dien,20.8,Hài lòng
CD02123,02/08/2025 14:50,02/08/2025 15:32,DN03,DN03,KH0026,Xe máy điện,15.7,
CD02124,02/08/2025 16:03,02/08/2025 16:21,DN02,DN01,KH0268,Xe dap,3.3,Không hài lòng
CD02125,02/08/2025 16:22,02/08/2025 16:32,DN01,DN04,KH0136,xe đạp điện,2.6,Bình thường
CD02125,02/08/2025 16:22,02/08/2025 16:32,DN01,DN04,KH0136,xe đạp điện,2.6,Bình thường
CD02126,02/08/2025 16:44,02/08/2025 17:00,HA01,HA01,KH0216,Xe đạp điện,4.1,Rất hài lòng
CD02127,02/08/2025 16:56,02/08/2025 17:22,DN02,DN02,KH0151,Xe đạp điện,6.3,Bình thường
CD02128,02/08/2025 16:57,02/08/2025 17:26,HA01,HA01,KH0032, Xe máy điện,10.9,Hài lòng
CD02129,02/08/2025 17:08,,DN04,DN03,,Xe đạp điện,7.0,Hài lòng
CD02130,02/08/2025 17:31,02/08/2025 17:44,DN02,DN02,KH0188,xe máy điện,5.5,Hài lòng
CD02131,02/08/2025 17:58,02/08/2025 18:08,DN03,DN03,KH0366,Xe đạp,2.2,Bình thường
CD02132,02/08/2025 18:30,02/08/2025 18:38,DN04,DN03,KH0123,Xe đạp,1.5,Không hài lòng
CD02133,02/08/2025 19:04,02/08/2025 20:00,DN03,DN01,KH0269,Xe đạp điện,17.0,
CD02134,02/08/2025 20:09,02/08/2025 20:34,HA01,HA01,KH0226,Xe máy điện,9.7,Rất hài lòng
CD02135,02/08/2025 21:18,02/08/2025 21:57,DN03,DN04,KH0457,XE ĐẠP,5.1,Bình thường
CD02136,02/08/2025 21:51,02/08/2025 22:15,DN01,DN01,KH0026,Xe máy điện,11.3,Rất hài lòng
CD02137,02/08/2025 22:23,02/08/2025 22:57,DN01,DN03,,Xe máy điện,13.5,Hài lòng
CD02138,03/08/2025 06:15,03/08/2025 08:06,HA02,HA02,KH0235,Xe máy điện,26.8,Hài lòng
CD02139,03/08/2025 07:13,03/08/2025 08:11,DN04,DN02,KH0115,Xe máy điện,22.0,
CD02140,03/08/2025 07:30,03/08/2025 08:07,HA01,HA01,KH0060,Xe đạp điện,9.9,Bình thường
CD02141,03/08/2025 07:38,03/08/2025 07:39,DN01,DN01,KH0028, Xe máy điện,0.0,
CD02142,03/08/2025 07:52,03/08/2025 08:15,DN01,DN03,KH0069,Xe đạp,4.2,Bình thường
CD02143,03/08/2025 07:53,03/08/2025 08:19,HA01,HA01,KH0163,Xe máy điện,11.7,
CD02144,03/08/2025 08:39,03/08/2025 09:41,HA01,HA01,KH0408,Xe máy điện,25.5,Rất hài lòng
CD02145,03/08/2025 09:10,03/08/2025 09:37,DN04,DN01,,xe máy điện,10.2,Rất hài lòng
CD02146,03/08/2025 10:17,03/08/2025 11:15,DN02,DN02,KH0020,Xe máy điện,17.9,Hài lòng
CD02147,03/08/2025 10:35,03/08/2025 11:00,HA01,HA02,KH0036,Xe đạp điện,9.1,Hài lòng
CD02148,03/08/2025 12:33,03/08/2025 12:53,DN02,DN03,,Xe đạp điện,5.4,Hài lòng
CD02149,03/08/2025 14:43,,DN01,DN02,,Xe may dien,8.7,Rất hài lòng
CD02150,03/08/2025 15:38,03/08/2025 16:22,DN04,DN03,KH0235,Xe máy điện,16.0,Rất hài lòng
CD02151,03/08/2025 16:10,03/08/2025 16:25,DN01,DN02,,Xe đạp điện,4.0,Rất hài lòng
CD02152,03/08/2025 16:10,03/08/2025 16:34,DN01,DN02,,Xe đạp điện,5.9,Không hài lòng
CD02153,03/08/2025 16:58,03/08/2025 17:25,HA02,HA01,,Xe đạp điện,7.5,Hài lòng
CD02154,03/08/2025 17:00,03/08/2025 17:08,HA01,HA01,KH0035,Xe đạp,1.1,Hài lòng
CD02155,03/08/2025 17:08,03/08/2025 18:16,DN04,DN03,KH0475,Xe máy điện,22.6,
CD02156,03/08/2025 18:38,03/08/2025 19:24,DN02,DN03,,Xe máy điện,11.4,Hài lòng
CD02157,03/08/2025 18:55,03/08/2025 19:18,HA01,HA02,KH0436,Xe đạp điện,4.7,Rất hài lòng
CD02158,03/08/2025 18:59,03/08/2025 19:21,HA02,HA02,,Xe đạp,3.6,Hài lòng
CD02159,03/08/2025 21:08,03/08/2025 21:16,DN02,DN01,KH0246,XE ĐẠP,1.4,Hài lòng
CD02160,03/08/2025 22:54,03/08/2025 23:27,HA01,HA01,,XE ĐẠP,5.1,Hài lòng
CD02161,04/08/2025 05:05,04/08/2025 05:19,DN03,DN01,,Xe dap,3.6,Hài lòng
CD02162,04/08/2025 06:28,04/08/2025 07:21,DN01,DN01,KH0303,Xe máy điện,18.7,Hài lòng
CD02163,04/08/2025 06:42,04/08/2025 07:08,HA01,HA01,,Xe đạp điện,6.0,
CD02164,04/08/2025 07:29,04/08/2025 07:47,HA01,HA01,,Xe đạp,4.7,Hài lòng
CD02165,04/08/2025 07:45,04/08/2025 08:12,HA02,HA01,,Xe máy điện,9.8,Hài lòng
CD02166,04/08/2025 08:24,04/08/2025 08:35,HA01,HA01,,Xe đạp,1.8,Rất hài lòng
CD02167,04/08/2025 12:14,04/08/2025 12:41,DN03,DN03,KH0483,Xe đạp,4.8,Hài lòng
CD02168,04/08/2025 14:08,04/08/2025 13:43,HA02,HA02,KH0067,xe máy điện,7.9,
CD02169,04/08/2025 14:25,,HA02,HA01,,Xe đạp,6.7,
CD02170,04/08/2025 15:10,04/08/2025 15:55,HA01,HA01,KH0216,Xe máy điện,23.9,Hài lòng
CD02171,04/08/2025 15:57,04/08/2025 16:36,HA02,HA01,,Xe máy điện,13.1,Rất hài lòng
CD02172,04/08/2025 17:37,04/08/2025 18:37,DN03,DN01,KH0014,Xe máy điện,30.0,Bình thường
CD02173,04/08/2025 19:31,04/08/2025 20:12,DN03,DN01,,Xe máy điện,-3.1,
CD02174,05/08/2025 05:11,05/08/2025 05:39,DN02,DN04,KH0088,Xe đạp điện,9.4,
CD02175,05/08/2025 07:56,05/08/2025 08:26,HA01,HA01,,Xe đạp điện,7.1,Bình thường
CD02176,05/08/2025 08:05,05/08/2025 08:42,HA01,HA01,KH0027,Xe đạp,6.9,Rất hài lòng
CD02177,05/08/2025 08:05,05/08/2025 08:22,HA02,HA01,,Xe đạp điện,3.8,Rất hài lòng
CD02178,05/08/2025 08:39,05/08/2025 09:12,DN01,DN03,KH0143,Xe đạp điện,9.6,Rất hài lòng
CD02179,05/08/2025 11:27,05/08/2025 11:40,DN02,DN03,,Xe đạp,2.3,Hài lòng
CD02180,05/08/2025 12:03,05/08/2025 13:27,DN03,DN02,,Xe máy điện,34.4,
CD02181,05/08/2025 14:52,05/08/2025 15:31,HA01,HA01,,Xe đạp điện,12.3,Hài lòng
CD02182,05/08/2025 16:37,05/08/2025 16:55,DN03,DN01,KH0356,Xe đạp điện,,
CD02183,05/08/2025 17:29,05/08/2025 17:51,DN02,DN01,,Xe đạp điện,4.7,Không hài lòng
CD02184,05/08/2025 18:13,05/08/2025 18:39,DN03,DN01,KH0215,Xe đạp điện  ,8.7,Bình thường
CD02185,05/08/2025 18:55,05/08/2025 19:13,DN02,DN01,,Xe đạp,3.3,Không hài lòng
CD02186,05/08/2025 19:20,05/08/2025 19:34,DN07,DN02,,Xe đạp điện,3.2,Không hài lòng
CD02187,05/08/2025 19:54,05/08/2025 20:06,DN01,DN02,KH0117,Xe đạp,1.7,Bình thường
CD02188,05/08/2025 21:03,05/08/2025 22:12,DN04,DN02,KH0226,Xe máy điện,21.8,Rất hài lòng
CD02189,06/08/2025 05:10,06/08/2025 05:41,HA01,HA02,KH0040,Xe đạp điện,6.2,
CD02190,06/08/2025 08:17,06/08/2025 08:33,HA02,HA01,KH0041,Xe đạp,2.9,Bình thường
CD02191,06/08/2025 08:46,06/08/2025 09:39,DN02,DN01,KH0028,XE MÁY ĐIỆN,21.5,Hài lòng
CD02192,06/08/2025 09:46,06/08/2025 09:59,HA01,HA01,KH0471,Xe đạp,2.5,Bình thường
CD02193,06/08/2025 10:59,06/08/2025 11:11,DN02,DN02,KH0449,Xe đạp,2.7,Bình thường
CD02194,06/08/2025 12:50,06/08/2025 13:08,DN02,DN03,KH0044,Xe đạp,3.7,Bình thường
CD02195,06/08/2025 14:29,06/08/2025 15:07,DN04,DN02,KH0104,Xe đạp,5.4,Hài lòng
CD02196,06/08/2025 14:57,06/08/2025 15:12,HA01,HA02,,Xe đạp,1.5,Không hài lòng
CD02197,06/08/2025 20:21,06/08/2025 20:59,HA01,HA02,KH0026,Xe máy điện,10.9,
CD02198,06/08/2025 20:48,06/08/2025 21:11,HA01,HA02,KH0315,Xe máy điện,7.9,Hài lòng
CD02199,06/08/2025 20:52,06/08/2025 21:12,DN02,DN02,KH0336,Xe máy điện,6.9,Rất hài lòng
CD02200,07/08/2025 07:46,07/08/2025 08:27,HA02,HA02,,Xe đạp điện,9.2,Hài lòng
CD02201,07/08/2025 08:06,07/08/2025 08:20,DN04,DN02,KH0324,Xe máy điện,6.3,
CD02202,07/08/2025 09:08,07/08/2025 10:19,DN04,DN01,,Xe máy điện,23.9,Hài lòng
CD02203,07/08/2025 11:33,07/08/2025 12:10,HA02,HA01,,Xe đạp điện,12.1,Rất hài lòng
CD02204,07/08/2025 14:04,07/08/2025 14:11,DN03,DN01,KH0218,Xe đạp,0.7,Rất hài lòng
CD02205,07/08/2025 14:14,07/08/2025 14:51,DN02,DN02,,Xe máy điện,12.4,
CD02206,07/08/2025 14:34,07/08/2025 15:11,HA01,HA01,,Xe đạp điện,10.8,Rất hài lòng
CD02207,07/08/2025 17:04,07/08/2025 17:58,DN04,DN03,KH0213,Xe máy điện,26.1,Bình thường
CD02208,07/08/2025 17:10,07/08/2025 17:31,DN03,DN01,, Xe máy điện,7.2,Không hài lòng
CD02209,07/08/2025 18:18,07/08/2025 18:45,DN01,DN02,,Xe đạp,4.6,
CD02210,07/08/2025 21:06,07/08/2025 21:15,DN03,DN01,,Xe đạp điện,2.1,Hài lòng
CD02211,07/08/2025 22:00,07/08/2025 22:22,DN01,DN03,KH0549,Xe máy điện,9.4,Rất hài lòng
CD02212,08/08/2025 06:09,08/08/2025 06:24,DN02,DN02,KH0362,Xe đạp điện,4.9,Hài lòng
CD02213,08/08/2025 06:20,08/08/2025 06:39,DN01,DN02,KH0376,xe đạp điện,3.6,Hài lòng
CD02214,08/08/2025 07:22,08/08/2025 07:42,DN03,DN03,,Xe đạp,3.0,
CD02215,08/08/2025 07:53,08/08/2025 08:29,HA01,HA02,KH0481,Xe đạp điện,10.1,Hài lòng
CD02216,08/08/2025 14:19,08/08/2025 16:00,HA02,HA01,,Xe máy điện,41.9,
CD02217,08/08/2025 14:53,08/08/2025 15:21,DN01,DN01,,xe máy điện,12.9,Rất hài lòng
CD02218,08/08/2025 18:27,08/08/2025 18:59,DN03,DN02,KH0289,Xe đạp điện,7.9,Bình thường
CD02219,08/08/2025 18:36,08/08/2025 18:55,DN02,DN02,KH0261,Xe đạp điện,5.6,
CD02220,08/08/2025 19:00,08/08/2025 19:25,DN04,DN01,KH0433,Xe đạp điện,7.9,Bình thường
CD02221,08/08/2025 19:05,08/08/2025 19:37,DN04,DN04,KH0410,Xe đạp điện,8.4,Không hài lòng
CD02222,08/08/2025 19:54,08/08/2025 20:39,DN03,DN03,KH0190,Xe máy điện,16.5,
CD02223,08/08/2025 21:17,08/08/2025 21:41,DN04,DN02,KH0090,Xe máy điện,10.0,
CD02224,09/08/2025 05:25,,DN02,DN02,KH0438,Xe đạp điện,10.7,Bình thường
CD02225,09/08/2025 07:37,09/08/2025 09:28,DN01,DN04,KH0214,Xe đạp điện,35.5,Hài lòng
CD02226,09/08/2025 07:48,09/08/2025 08:02,DN02,DN01,KH0394,Xe đạp,3.3,Hài lòng
CD02227,09/08/2025 07:54,09/08/2025 08:40,HA01,HA01,KH0232,XE ĐẠP ĐIỆN,9.6,Bình thường
CD02228,09/08/2025 08:15,09/08/2025 08:42,DN01,DN03,,Xe đạp điện  ,8.6,
CD02229,09/08/2025 09:19,09/08/2025 10:05,DN02,DN03,KH0317,xe đạp điện,8.7,
CD02229,09/08/2025 09:19,09/08/2025 10:05,DN02,DN03,KH0317,xe đạp điện,8.7,
CD02230,09/08/2025 09:21,09/08/2025 08:32,HA02,HA01,KH0240,Xe đạp,11.1,Bình thường
CD02231,09/08/2025 14:18,09/08/2025 15:22,HA02,HA01,KH0148,Xe đạp điện,18.3,Bình thường
CD02232,09/08/2025 14:18,09/08/2025 14:37,DN01,DN02,,Xe đạp điện,5.5,
CD02233,09/08/2025 15:22,09/08/2025 15:56,HA01,HA01,KH0007,Xe đạp điện,7.1,Hài lòng
CD02234,09/08/2025 15:34,09/08/2025 16:37,DN03,DN01,KH0162, Xe máy điện,25.0,
CD02235,09/08/2025 16:29,09/08/2025 16:50,DN02,DN04,KH0125,Xe đạp điện,5.9,Hài lòng
CD02236,09/08/2025 17:39,09/08/2025 17:58,DN03,DN02,,Xe máy điện,7.7,Bình thường
CD02237,09/08/2025 17:44,09/08/2025 17:56,DN02,DN01,KH0498,xe đạp,2.4,Hài lòng
CD02238,09/08/2025 18:02,09/08/2025 19:04,DN04,DN03,,Xe may dien,26.9,Bình thường
CD02239,09/08/2025 18:50,09/08/2025 19:37,HA01,HA01,KH0053,Xe máy điện,14.8,
CD02240,10/08/2025 06:24,10/08/2025 06:50,DN02,DN03,,Xe máy điện,11.2,Hài lòng
CD02241,10/08/2025 06:24,10/08/2025 07:00,HA01,HA01,,Xe đạp,6.8,
