ma_gd,thoi_gian,ma_cn,ma_kh,ma_sp,so_luong,kenh,thoi_gian_cho,danh_gia
GD00913,11/03/2025 16:28,CN03,KH0041,SP01,2,Mang đi,2.3,Rất tốt
GD00914,11/03/2025 17:09,CN04,KH0169,SP14,3,Tại quán,11.7,Bình thường
GD00915,11/03/2025 18:03,CN03,KH0302,SP15,2,MANG ĐI,3.3,Tốt
GD00916,11/03/2025 20:57,CN03,,SP02,,Mang đi,3.2,Tốt
GD00917,12/03/2025 07:36,CN01,KH0060,SP12,2,Tại quán,6.3,Rất tốt
GD00918,12/03/2025 08:46,CN04,,SP02,1,tại quán,4.0,Tốt
GD00919,12/03/2025 10:48,CN01,KH0092,SP03,2,Giao hàng,19.6,Bình thường
GD00920,12/03/2025 13:23,CN03,,SP07,2,Tại quán,9.1,Tốt
GD00921,12/03/2025 14:13,CN01,KH0087,SP07,999,Giao hàng,15.4,
GD00922,12/03/2025 18:11,CN03,,SP03,3,Giao hàng,31.1,
GD00923,12/03/2025 18:48,CN04,,SP09,2,Tại quán,5.2,Tốt
GD00924,12/03/2025 18:57,CN04,KH0239,SP09,1,Mang đi,3.2,
GD00925,13/03/2025 08:38,CN01,,SP06,1,Tại quán,3.4,Bình thường
GD00926,13/03/2025 10:04,CN03,KH0107,SP01,1,Tại quán,3.7,Tốt
GD00927,13/03/2025 12:33,CN01,KH0087,SP11,1,Giao hàng,19.3,Bình thường
GD00927,13/03/2025 12:33,CN01,KH0087,SP11,1,Giao hàng,19.3,Bình thường
GD00928,13/03/2025 13:09,CN04,KH0334,SP11,3,MANG ĐI,4.1,Tốt
GD00929,13/03/2025 15:58,CN04,KH0312,SP09,1,Tại quán,5.6,Bình thường
GD00930,13/03/2025 17:56,CN04,,SP04,1,Tại quán,6.8,Rất tốt
GD00931,13/03/2025 19:14,CN03,,SP10,1,Tại quán,5.9,
GD00932,13/03/2025 20:37,CN02,,SP04,2,Tại quán,4.5,Tốt
GD00933,14/03/2025 08:04,CN01,KH0322,SP05,1,Tại quán,4.5,Rất tốt
GD00934,14/03/2025 08:34,CN01,KH0199,SP06,,Mang đi,3.9,Bình thường
GD00935,14/03/2025 09:25,CN01,KH0164,SP18,1,Mang đi,3.7,Tốt
GD00936,14/03/2025 11:05,CN01,KH0441,SP01,2,Mang đi,7.9,
GD00937,14/03/2025 12:06,CN02,KH0079,SP02,1,Tại quán,2.9,Bình thường
GD00938,14/03/2025 14:55,CN03,KH0449,SP07,3,Giao hàng,27.7,Bình thường
GD00939,14/03/2025 15:56,CN03,KH0056,SP02,1,Tại quán,4.8,Tốt
GD00940,14/03/2025 16:09,CN04,,SP01,2,Mang đi,2.9,Rất tốt
GD00941,14/03/2025 18:02,CN03,,SP02,2,Tại quán,4.4,Bình thường
GD00942,14/03/2025 18:29,CN03,KH0179,SP14,1,Giao hàng,16.4,Bình thường
GD00943,14/03/2025 18:58,CN03,KH0252,SP01,2,Tai quan,7.1,Tốt
GD00944,14/03/2025 19:32,CN01,KH0188,SP09,1,Tại quán,5.9,
GD00945,15/03/2025 07:10,CN03,KH0337,SP13,1,Mang đi,3.2,Tốt
GD00946,15/03/2025 07:15,CN04,,SP02,1,Mang đi,7.1,Rất tốt
GD00947,15/03/2025 07:44,CN04,KH0143,SP06,2,Mang đi,3.4,
GD00948,15/03/2025 07:58,CN01,,SP05,2,Tại quán,6.6,Tốt
GD00949,15/03/2025 08:21,CN03,KH0340,SP03,2, Giao hàng,36.4,
GD00950,15/03/2025 08:23,CN01,,SP06,3,Mang đi,3.9,Tốt
GD00951,15/03/2025 08:42,CN02,KH0159,SP03,3,Tại quán,6.2,Tốt
GD00952,15/03/2025 08:45,CN03,KH0083,SP14,1,Tại quán,4.6,Rất tốt
GD00953,15/03/2025 09:18,CN04,KH0395,SP03,1,Tại quán,15.7,Bình thường
GD00954,15/03/2025 09:27,CN04,KH0298,SP15,1,Tại quán,7.2,
GD00955,15/03/2025 09:33,CN01,KH0085,SP16,1,Tại quán,6.2,Tốt
GD00956,15/03/2025 09:44,CN04,KH0132,SP06,1,Mang đi,4.4,Tốt
GD00957,15/03/2025 10:41,CN04,KH0241,SP03,1,Mang đi,3.5,Tốt
GD00958,15/03/2025 11:56,CN04,KH0395,SP08,1,Tại quán,5.0,Tốt
GD00959,15/03/2025 12:26,CN01,KH0225,SP01,4,Giao hàng,20.3,Bình thường
GD00960,15/03/2025 13:39,CN03,KH0157,SP13,2,Tại quán,7.5,Rất tốt
GD00961,15/03/2025 13:50,CN03,KH0205,SP15,1,Tại quán,3.2,
GD00962,15/03/2025 14:51,CN03,KH0259,SP09,2,Giao hàng,13.6,Bình thường
GD00963,15/03/2025 15:36,CN01,,SP07,1,Tại quán,4.5,Rất tốt
GD00964,15/03/2025 16:12,CN02,KH0099,SP06,2,Mang đi,9.6,
GD00965,15/03/2025 17:40,CN04,KH0083,SP10,2,Tại quán,4.1,
GD00966,15/03/2025 18:05,CN01,KH0283,SP12,1,Giao hàng,27.6,Tệ
GD00966,15/03/2025 18:05,CN01,KH0283,SP12,1,Giao hàng,27.6,Tệ
GD00967,15/03/2025 18:14,CN01,KH0332,SP02,1,Mang đi,2.6,Tốt
GD00968,15/03/2025 18:52,CN01,KH0172,SP07,1,Mang đi,4.9,Tốt
GD00969,15/03/2025 20:08,CN03,KH0336,SP02,6,Giao hàng,-4.0,Rất tốt
GD00970,16/03/2025 08:12,CN04,KH0133,SP13,2,Giao hàng,18.9,Bình thường
GD00971,16/03/2025 09:14,CN01,,SP16,2,Tại quán,6.4,Tốt
GD00972,16/03/2025 10:25,CN02,KH0210,SP09,2,Mang đi,2.3,Rất tốt
GD00973,16/03/2025 11:23,CN01,KH0065,SP14,1,Mang đi,3.2,Rất tốt
GD00974,16/03/2025 12:29,CN01,KH0066,SP06,2,Tại quán,5.4,
GD00975,16/03/2025 15:17,CN01,KH0340,SP13,1,Tại quán,4.2,Rất tốt
GD00976,16/03/2025 15:26,CN04,KH0224,SP04,1,Mang đi,7.4,Tốt
GD00977,16/03/2025 16:34,CN01,KH0176,SP04,1,Tại quán,5.1,
GD00978,16/03/2025 16:51,CN03,,SP08,,giao hàng,43.0,Tệ
GD00979,16/03/2025 16:58,CN04,KH0224,SP10,2,Mang đi,10.4,
GD00980,16/03/2025 18:00,CN02,,SP14,1,Tại quán,10.4,Tốt
GD00981,16/03/2025 18:14,CN01,KH0115,SP02,2,Tại quán,3.3,Tốt
GD00982,17/03/2025 08:03,CN04,,SP13,1,Tại quán,5.4,
GD00983,17/03/2025 10:05,CN04,,SP02,1,Giao hàng,21.2,Rất tốt
GD00984,17/03/2025 12:48,CN01,KH0294,SP14,2,Tại quán,4.6,
GD00985,17/03/2025 13:04,CN02,KH0170,SP02,2,Giao hàng,32.2,Bình thường
GD00986,17/03/2025 15:28,CN04,,SP02,2,Tại quán,1.0,
GD00987,17/03/2025 15:41,CN01,KH0161,SP11,1,Mang đi,2.7,Tệ
GD00988,17/03/2025 18:08,CN02,KH0049,SP10,1,Mang đi,12.4,Tốt
GD00989,17/03/2025 19:52,CN03,KH0103,SP15,2,mang đi,10.6,Tốt
GD00990,17/03/2025 20:34,CN01,KH0127,SP01,1,Giao hàng,19.8,Bình thường
GD00991,18/03/2025 08:18,CN04,KH0367,SP04,1,Tại quán,4.9,Tốt
GD00992,18/03/2025 08:42,CN03,KH0379,SP04,1,Giao hàng,34.9,Bình thường
GD00993,18/03/2025 08:49,CN04,KH0252,SP01,1,Mang đi  ,2.6,Tốt
GD00994,18/03/2025 09:24,CN03,KH0103,SP06,3,Tại quán,3.3,
GD00995,18/03/2025 09:53,CN02,KH0224,SP09,2,Tại quán,7.5,Tốt
GD00996,18/03/2025 10:02,CN01,,SP18,1,Mang đi,3.7,
GD00997,18/03/2025 12:21,CN03,,SP07,1,MANG ĐI,4.0,Tốt
GD00998,18/03/2025 12:49,CN02,KH0078,SP11,1,Giao hàng,18.3,Bình thường
GD00999,18/03/2025 12:49,CN02,KH0131,SP06,1,MANG ĐI,8.7,Bình thường
GD01000,18/03/2025 15:17,CN01,KH0054,SP01,2,Tại quán,4.4,Bình thường
GD01001,18/03/2025 17:08,CN03,KH0043,SP03,1,Giao hàng,26.6,Tốt
GD01002,18/03/2025 18:40,CN04,KH0397,SP01,4,mang đi,5.6,
GD01003,19/03/2025 07:39,CN04,KH0082,SP03,1,Mang đi,5.3,Rất tốt
GD01004,19/03/2025 08:09,CN03,KH0184,SP01,1,Tại quán,7.4,Tốt
GD01005,19/03/2025 09:55,CN01,KH0252,SP12,1,Mang đi,2.2,
GD01006,19/03/2025 10:47,CN04,KH0296,SP09,1,Mang đi,3.6,Tốt
GD01007,19/03/2025 11:50,CN01,,SP02,1,mang đi,5.1,
GD01008,19/03/2025 12:19,CN02,KH0308,SP02,1,Tại quán,6.0,Rất tốt
GD01009,19/03/2025 13:07,CN02,KH0044,SP13,1,Mang đi,3.7,Tốt
GD01010,19/03/2025 13:15,CN03,,SP14,1,Tại quán,14.0,Tốt
GD01011,19/03/2025 15:55,CN02,KH0008,SP09,4,giao hàng,29.2,Bình thường
GD01012,19/03/2025 16:21,CN02,,SP10,1,Tại quán,6.7,Rất tốt
GD01013,19/03/2025 18:22,CN03,,SP14,1,Tại quán,12.3,Bình thường
GD01014,19/03/2025 18:52,CN02,KH0382,SP07,1,Tại quán,5.2,
GD01015,19/03/2025 21:50,CN01,,SP01,2,Tại quán,11.5,Tệ
GD01016,20/03/2025 07:05,CN01,KH0354,SP05,1,Tại quán,5.2,Rất tốt
GD01017,20/03/2025 09:18,CN01,,SP07,1,Tại quán,4.5,Tốt
GD01018,20/03/2025 09:20,CN04,,SP13,4,Giao hàng,19.3,Tốt
GD01019,20/03/2025 09:51,CN01,KH0389,SP06,2,Mang đi,11.3,Tốt
GD01020,20/03/2025 10:08,CN04,KH0284,SP12,3,Giao hàng,33.8,Bình thường
GD01021,20/03/2025 10:21,CN03,KH0069,SP16,2, Tại quán,7.3,Rất tốt
GD01022,20/03/2025 12:26,CN03,KH0299,SP02,2,Tại quán,5.4,Tệ
GD01023,20/03/2025 12:27,CN01,KH0211,SP03,1,Mang đi,4.7,Tốt
GD01024,20/03/2025 13:15,CN01,,SP04,1,Mang đi  ,5.4,Tốt
GD01025,20/03/2025 13:42,CN02,KH0374,SP10,2,Giao hàng,29.8,Tốt
GD01026,20/03/2025 15:00,CN01,KH0175,SP12,3,Mang đi,3.1,Tốt
GD01027,20/03/2025 16:10,CN04,KH0287,SP09,1,Tại quán,2.9,Rất tốt
GD01028,20/03/2025 16:16,CN03,KH0115,SP01,1,Tại quán,4.4,Tốt
GD01029,20/03/2025 16:24,CN01,KH0071,SP01,2,Giao hàng,44.9,
GD01030,20/03/2025 16:48,CN02,KH0175,SP11,2,Giao hang,47.1,Rất tệ
GD01031,20/03/2025 17:30,CN03,,SP08,2,mang đi,2.7,Rất tốt
GD01032,20/03/2025 17:39,CN03,KH0007,SP11,3,Mang đi,2.4,Tốt
GD01033,20/03/2025 17:58,CN03,KH0302,SP04,3,Mang đi,1.7,
GD01034,20/03/2025 18:02,CN04,,SP07,1,Mang đi,3.0,
GD01035,20/03/2025 18:05,CN01,,SP09,1,Mang đi,6.0,Bình thường
GD01036,20/03/2025 19:09,CN04,,SP02,2,Tại quán,5.1,Tốt
GD01037,21/03/2025 07:31,CN03,KH0124,SP13,1,Mang đi,3.7,Rất tốt
GD01038,21/03/2025 08:34,CN04,KH0405,SP03,1,mang đi,2.4,Tốt
GD01039,21/03/2025 09:24,CN01,KH0136,SP06,2,Tại quán,3.2,Rất tốt
GD01040,21/03/2025 12:08,CN01,KH0399,SP12,2,Tại quán,2.7,
GD01041,21/03/2025 12:24,CN04,,SP03,1,Tại quán,5.7,
GD01042,21/03/2025 13:44,CN03,KH0264,SP02,1,Giao hang,26.0,Rất tốt
GD01043,21/03/2025 16:41,CN01,KH0140,SP05,2,Tại quán,2.9,Rất tốt
GD01044,21/03/2025 19:29,CN02,KH0162,SP01,2,Giao hàng,36.6,Tệ
GD01045,21/03/2025 21:29,CN03,,SP07,1,Tại quán,9.4,Tốt
GD01046,21/03/2025 21:47,CN03,,SP01,1,Mang đi,9.8,
GD01047,22/03/2025 07:00,CN03,,SP09,1,Tại quán,6.9,Tốt
GD01048,22/03/2025 09:02,CN04,KH0372,SP09,1,Mang đi,2.9,Tốt
GD01049,22/03/2025 09:52,CN04,KH0173,SP01,1, Tại quán,2.6,Bình thường
GD01050,22/03/2025 10:49,CN03,,SP13,1,Tại quán,9.2,Rất tốt
GD01051,22/03/2025 10:50,CN04,KH0118,SP05,2,Giao hàng,24.7,
GD01052,22/03/2025 13:38,CN03,KH0129,SP03,1,Giao hàng,29.0,
GD01053,22/03/2025 13:53,CN03,KH0209,SP10,1,Tại quán,5.9,Rất tốt
GD01054,22/03/2025 15:35,CN01,KH0286,SP04,2,Tai quan,5.1,
GD01055,22/03/2025 16:49,CN03,,SP03,1,TẠI QUÁN,4.7,Tốt
GD01056,22/03/2025 16:50,CN03,KH0300,SP02,2,Mang đi,5.0,Rất tốt
GD01057,22/03/2025 16:56,CN01,,SP01,1,Tại quán,5.3,
GD01058,22/03/2025 17:49,CN03,KH0365,SP09,1,Tại quán,6.6,Bình thường
GD01059,23/03/2025 07:14,CN03,KH0052,SP10,1,Mang đi,2.5,Tốt
GD01060,23/03/2025 07:21,CN04,KH0091,SP08,2, Tại quán,5.2,Bình thường
GD01061,23/03/2025 07:31,CN03,KH0023,SP12,1,Mang đi,2.8,Bình thường
GD01062,23/03/2025 08:03,CN04,KH0261,SP13,1,Mang đi,3.8,Rất tốt
GD01063,23/03/2025 08:04,CN01,KH0160,SP13,,Mang đi  ,3.8,Rất tốt
GD01064,23/03/2025 08:30,CN04,KH0086,SP16,2,Mang di,4.9,Rất tốt
GD01065,23/03/2025 09:04,CN01,,SP05,1,Tại quán,9.8,Tốt
GD01066,23/03/2025 10:09,CN02,KH0162,SP12,5,Mang đi,4.3,Tốt
GD01067,23/03/2025 12:05,CN01,KH0078,SP09,1,Mang đi,3.7,Bình thường
GD01068,23/03/2025 12:14,CN01,KH0224,SP02,2,Tại quán,6.0,Tốt
GD01069,23/03/2025 12:54,CN01,KH0100,SP01,2,Tai quan,4.7,Bình thường
GD01070,23/03/2025 13:34,CN03,,SP03,1,Mang đi,5.4,Rất tốt
GD01071,23/03/2025 13:34,CN02,KH0275,SP07,2,Giao hàng,9.7,Rất tốt
GD01072,23/03/2025 13:54,CN03,KH0397,SP09,3,mang đi,3.3,
GD01073,23/03/2025 16:47,CN03,KH0162,SP11,2,Tại quán,7.0,
GD01074,23/03/2025 18:25,CN01,KH0061,SP15,2,Tại quán,9.7,Bình thường
GD01075,23/03/2025 18:45,CN04,KH0002,SP12,3,Giao hàng,45.7,Tốt
GD01076,24/03/2025 08:57,CN01,,SP01,3,Giao hàng,27.6,Bình thường
GD01077,24/03/2025 09:04,CN03,KH0396,SP14,2,Tại quán,4.3,Bình thường
GD01078,24/03/2025 09:46,CN04,KH0137,SP01,1,Giao hàng,13.5,Rất tệ
GD01079,24/03/2025 12:11,CN01,,SP02,2,Tại quán,8.7,
GD01080,24/03/2025 13:10,CN04,,SP04,1,Tại quán,8.8,Tốt
GD01081,24/03/2025 13:27,CN04,KH0158,SP05,2,Tại quán,5.1,Rất tốt
GD01082,24/03/2025 13:31,CN03,KH0149,SP05,1,Tại quán,4.1,Tốt
GD01083,24/03/2025 15:25,CN04,,SP18,2,Tại quán,2.1,Tốt
GD01084,24/03/2025 16:01,CN04,KH0103,SP13,1,Tại quán,6.2,Rất tốt
GD01085,24/03/2025 17:19,CN01,KH0280,SP06,2,Tại quán,3.8,Tốt
GD01086,24/03/2025 18:04,CN04,KH0072,SP01,3,Mang đi,3.5,Bình thường
GD01087,24/03/2025 18:18,CN01,,SP06,3,Tại quán,7.7,
GD01088,25/03/2025 09:26,CN01,KH0033,SP12,3,Mang đi,9.0,Tốt
GD01089,25/03/2025 09:35,CN01,,SP02,1,Tại quán,8.6,Bình thường
GD01090,25/03/2025 10:05,CN03,KH0015,SP01,3, Giao hàng,18.2,Tốt
GD01091,25/03/2025 11:18,CN01,KH0169,SP04,,Mang đi,4.2,Rất tốt
GD01092,25/03/2025 11:43,CN02,KH0153,SP15,2,Mang đi,4.8,Tệ
GD01093,25/03/2025 12:26,CN01,KH0299,SP13,1,Tại quán,7.2,Rất tốt
GD01094,25/03/2025 12:53,CN03,KH0035,SP10,4,Mang đi,3.7,
GD01095,25/03/2025 15:06,CN03,KH0365,SP10,3,Mang đi,5.5,Rất tốt
GD01096,25/03/2025 15:25,CN03,,SP06,2,Mang di,5.1,Bình thường
GD01097,25/03/2025 16:19,CN03,KH0266,SP06,1,Mang đi,1.9,Tốt
GD01098,25/03/2025 17:11,CN01,,SP06,3,Tại quán,5.1,Tốt
GD01099,25/03/2025 19:08,CN02,KH0256,SP14,1, Tại quán,2.8,Rất tốt
GD01100,25/03/2025 20:32,CN03,,SP16,1,Tại quán,3.5,
GD01101,26/03/2025 07:09,CN03,KH0198,SP02,3,Giao hang,24.7,Bình thường
GD01102,26/03/2025 07:10,CN03,KH0178,SP03,1,Tại quán,9.7,Rất tốt
GD01103,26/03/2025 08:17,CN04,,SP03,1,Mang đi,5.2,Bình thường
GD01104,26/03/2025 09:44,CN03,,SP09,5,Giao hàng,28.9,Tốt
GD01105,26/03/2025 10:55,CN04,,SP07,1,Mang đi,3.7,Tốt
GD01106,26/03/2025 13:48,CN02,KH0058,SP02,1,Tại quán,7.0,Bình thường
GD01107,26/03/2025 14:20,CN02,,SP03,1,Tại quán,8.3,Bình thường
GD01108,26/03/2025 15:20,CN01,,SP09,3,MANG ĐI,7.8,
GD01109,26/03/2025 18:32,CN02,KH0153,SP04,2,Giao hàng,25.1,Tốt
GD01110,26/03/2025 19:16,CN01,,SP12,2,Tại quán,5.6,Rất tốt
GD01111,26/03/2025 19:43,CN02,KH0362,SP11,1,Mang di,3.2,Bình thường
GD01112,26/03/2025 19:54,CN01,KH0366,SP06,1,Mang đi,5.2,Bình thường
GD01113,26/03/2025 21:01,CN01,KH0286,SP01,2,Giao hàng,22.6,Tốt
GD01114,27/03/2025 08:13,CN02,,SP06,2,Giao hàng,30.1,Bình thường
GD01115,27/03/2025 08:36,CN03,KH0098,SP05,1,Mang đi,10.5,Tốt
GD01116,27/03/2025 08:43,CN04,,SP07,2,Mang đi,6.0,Tệ
GD01117,27/03/2025 08:55,CN04,,SP07,2,Tại quán,7.0,Bình thường
GD01118,27/03/2025 09:28,CN03,KH0377,SP02,3,Mang đi,2.9,Rất tốt
GD01119,27/03/2025 09:29,CN03,KH0362,SP02,2,Mang đi,2.8,Rất tốt
GD01120,27/03/2025 12:15,CN04,KH0190,SP02,1,Mang đi,3.3,
GD01121,27/03/2025 13:12,CN03,KH0394,SP12,3,Giao hàng,26.1,Bình thường
GD01122,27/03/2025 13:53,CN01,KH0255,SP08,5,Giao hàng,18.3,Bình thường
GD01123,27/03/2025 15:57,CN02,KH0011,SP06,3,Mang đi,6.5,Tốt
GD01124,27/03/2025 17:42,CN03,KH0099,SP07,1,Giao hàng,16.4,
GD01125,27/03/2025 18:32,CN02,,SP02,2,Giao hàng,16.6,Tốt
GD01126,27/03/2025 18:42,CN03,KH0273,SP09,1,Tại quán,8.0,Rất tốt
GD01127,27/03/2025 18:54,CN04,KH0221,SP05,2, Giao hàng,10.7,Bình thường
GD01128,27/03/2025 20:55,CN02,KH0114,SP01,2,Mang đi,2.3,Rất tốt
GD01129,28/03/2025 09:49,CN01,KH0338,SP07,2,Tại quán,5.1,
GD01130,28/03/2025 11:44,CN02,,SP02,1,TẠI QUÁN,6.3,Tốt
GD01131,28/03/2025 13:49,CN01,KH0017,SP01,,Tại quán,7.4,Tốt
GD01132,28/03/2025 14:14,CN01,KH0360,SP04,1,Tại quán,6.4,Tốt
GD01133,28/03/2025 17:02,CN03,KH0389,SP05,2,Tại quán,4.8,
GD01134,28/03/2025 17:04,CN03,KH0214,SP02,2,Giao hàng,22.4,
GD01135,29/03/2025 08:13,CN02,,SP14,1,Tại quán,4.9,Rất tốt
GD01136,29/03/2025 08:40,CN03,,SP08,1,tại quán,7.7,Tốt
GD01137,29/03/2025 10:02,CN04,KH0112,SP03,2,MANG ĐI,4.0,Rất tốt
GD01138,29/03/2025 10:11,CN04,,SP10,2,Tại quán,5.1,Rất tốt
GD01139,29/03/2025 10:23,CN03,KH0256,SP06,1,Tại quán,5.6,Rất tốt
GD01140,29/03/2025 11:34,CN02,,SP16,1,Mang đi,5.7,Tốt
GD01141,29/03/2025 13:39,CN03,KH0267,SP02,2,Mang đi,5.7,
GD01142,29/03/2025 14:01,CN03,KH0046,SP09,1, Tại quán,3.2,
GD01143,29/03/2025 14:03,CN01,,SP09,2,Giao hàng,28.2,Tệ
GD01144,29/03/2025 14:45,CN03,,SP10,1,Tai quan,7.0,
GD01145,29/03/2025 14:55,CN03,,SP01,1,Mang đi,3.8,
GD01146,29/03/2025 15:06,CN03,,SP15,2,TẠI QUÁN,4.9,
GD01147,29/03/2025 15:08,CN03,KH0255,SP05,100,Giao hàng,13.7,
GD01148,29/03/2025 16:35,CN04,KH0017,SP06,2,tại quán,2.6,Rất tốt
GD01149,29/03/2025 17:14,CN01,,SP03,1,Mang đi,3.8,Rất tốt
GD01150,29/03/2025 18:06,CN01,KH0047,SP15,1,Mang đi,4.6,Tốt
GD01151,29/03/2025 20:03,CN02,,SP07,2,Tại quán,5.1,Rất tốt
GD01152,29/03/2025 21:22,CN03,KH0173,SP03,1,Tại quán,11.0,Tốt
GD01153,30/03/2025 07:23,CN04,KH0293,SP02,1,Tai quan,5.2,Bình thường
GD01154,30/03/2025 07:40,CN03,KH0398,SP13,3,Tai quan,4.6,
GD01155,30/03/2025 08:21,CN02,KH0096,SP14,2,Giao hàng,27.6,Tốt
GD01156,30/03/2025 08:32,CN01,KH0093,SP03,1,Mang đi,7.2,
GD01157,30/03/2025 09:05,CN01,KH0199,SP14,2,Giao hàng,12.3,Rất tốt
GD01158,30/03/2025 10:57,CN01,,SP10,1,Tai quan,6.5,Tốt
GD01159,30/03/2025 13:46,CN04,KH0284,SP02,3,Tai quan,2.9,Bình thường
GD01160,30/03/2025 13:56,CN04,KH0377,SP06,1,Mang đi,4.3,
GD01161,30/03/2025 14:51,CN03,KH0168,SP04,3,Giao hàng,19.4,Tốt
GD01162,30/03/2025 17:37,CN04,KH0133,SP06,1,Mang đi  ,7.5,Tốt
GD01163,30/03/2025 17:52,CN04,,SP07,2,GIAO HÀNG,23.8,Tệ
GD01164,30/03/2025 18:02,CN03,KH0092,SP13,1,Giao hàng,41.6,
GD01165,30/03/2025 19:05,CN03,KH0052,SP01,2,Giao hàng,19.8,Tốt
GD01166,30/03/2025 20:04,CN04,,SP06,1,Giao hàng,18.3,Bình thường
GD01167,31/03/2025 07:32,CN02,KH0277,SP15,1,GIAO HÀNG,22.3,
GD01168,31/03/2025 08:02,CN01,KH0030,SP12,2,Tại quán,13.1,Tốt
GD01169,31/03/2025 10:18,CN02,,SP15,2,Giao hàng,6.9,Tốt
GD01170,31/03/2025 11:06,CN03,,SP05,1,Mang di,6.3,Bình thường
GD01171,31/03/2025 14:20,CN03,,SP07,3,Mang đi,3.5,Tốt
GD01172,31/03/2025 17:32,CN03,,SP07,1,Tại quán,3.7,Rất tốt
GD01173,31/03/2025 17:50,CN04,,SP10,1,Mang đi,3.6,Tốt
GD01174,31/03/2025 18:56,CN01,KH0374,SP15,1,tại quán,6.0,Tốt
GD01175,31/03/2025 19:06,CN01,KH0102,SP02,2,Tại quán,1.5,Rất tốt
GD01176,31/03/2025 19:18,CN03,KH0195,SP02,5,Tại quán,2.8,Tốt
GD01177,31/03/2025 19:52,CN02,KH0243,SP13,1,TẠI QUÁN,1.5,Rất tốt
GD01177,31/03/2025 19:52,CN02,KH0243,SP13,1,TẠI QUÁN,1.5,Rất tốt
GD01178,31/03/2025 20:44,CN02,KH0226,SP01,1,Mang đi,4.3,
GD01179,01/04/2025 08:14,CN01,,SP04,1,Tại quán,9.3,Tốt
GD01180,01/04/2025 08:18,CN04,,SP03,1,Giao hàng,25.0,
GD01181,01/04/2025 09:11,CN04,KH0344,SP01,2,TẠI QUÁN,1.7,
GD01182,01/04/2025 12:01,CN02,KH0342,SP13,,Tại quán,6.1,Tốt
GD01183,01/04/2025 12:16,CN02,,SP06,2,Mang đi,2.7,Rất tốt
GD01184,01/04/2025 13:19,CN02,KH0302,SP02,4,Mang đi,5.8,Bình thường
GD01185,01/04/2025 13:35,CN01,KH0352,SP05,1,Tại quán,3.0,Rất tốt
GD01186,01/04/2025 13:57,CN03,,SP13,1,Mang đi,2.0,
GD01187,01/04/2025 14:09,CN02,KH0348,SP13,1,Tại quán,4.8,Rất tốt
GD01188,01/04/2025 14:30,CN04,KH0104,SP01,2,Giao hàng,15.9,
GD01189,01/04/2025 14:44,CN01,,SP06,1,Giao hàng,-5.0,Tệ
GD01190,01/04/2025 16:59,CN03,,SP07,1,Mang đi,3.9,
GD01191,01/04/2025 17:26,CN01,KH0324,SP08,1,Tại quán,5.3,
GD01192,01/04/2025 18:32,CN03,KH0059,SP01,2,Giao hàng,26.6,Rất tệ
GD01193,01/04/2025 19:06,CN03,KH0318,SP03,1,Tại quán,6.6,Tốt
GD01194,01/04/2025 21:17,CN01,KH0070,SP05,3,Giao hàng,17.7,Bình thường
GD01195,02/04/2025 11:28,CN01,KH0022,SP09,3,Tại quán,12.1,Bình thường
GD01196,02/04/2025 13:49,CN01,,SP02,1,Mang đi,3.0,Rất tốt
GD01197,02/04/2025 13:50,CN02,KH0069,SP06,2,Mang đi,2.1,Rất tốt
GD01198,02/04/2025 16:43,CN04,,SP09,4,Mang đi,3.8,
GD01199,02/04/2025 19:37,CN01,KH0296,SP05,1,Mang đi,4.2,Bình thường
GD01200,03/04/2025 07:49,CN02,,SP01,2,TẠI QUÁN,6.0,
GD01201,03/04/2025 08:18,CN04,,SP09,1,Tại quán,4.6,
GD01202,03/04/2025 09:29,CN03,KH0104,SP05,3,Tại quán,9.9,Tốt
GD01203,03/04/2025 09:44,CN03,KH0261,SP06,1, Tại quán,10.7,Tốt
GD01204,03/04/2025 12:19,CN01,KH0103,SP09,3,Giao hàng,18.4,
GD01205,03/04/2025 13:48,CN02,,SP13,1,Tại quán,7.9,Tốt
GD01206,03/04/2025 14:44,CN01,,SP01,1,Tại quán,3.7,Bình thường
GD01207,03/04/2025 16:07,CN03,,SP18,1,Tại quán,4.8,Bình thường
GD01208,03/04/2025 18:21,CN04,KH0298,SP02,4,Tại quán,3.8,Tốt
GD01209,03/04/2025 19:50,CN01,KH0198,SP05,2,Mang đi,3.1,Tốt
GD01210,04/04/2025 07:15,CN03,KH0361,SP15,3,Giao hàng,28.0,Tốt
GD01211,04/04/2025 08:52,CN03,KH0231,SP10,2,Mang đi,6.5,
GD01212,04/04/2025 09:34,CN01,,SP06,1,Mang đi,1.9,Bình thường
GD01213,04/04/2025 10:14,CN04,KH0009,SP15,1,mang đi,3.9,Rất tốt
GD01214,04/04/2025 10:20,CN04,KH0191,SP09,1,Tại quán,5.6,Tốt
GD01215,04/04/2025 10:22,CN01,KH0345,SP03,1,Tại quán,5.9,
GD01216,04/04/2025 10:30,CN02,KH0308,SP03,1,Tại quán,3.0,
GD01217,04/04/2025 12:12,CN03,KH0286,SP01,3,Tại quán,5.5,
GD01218,04/04/2025 13:21,CN04,,SP09,1,Mang đi,2.9,Bình thường
GD01219,04/04/2025 13:23,CN03,KH0210,SP13,2,Mang đi,6.4,Rất tốt
GD01220,04/04/2025 13:52,CN01,KH0104,SP07,1,Tại quán,2.6,Tốt
