ma_don,ngay_dat,ma_kh,thanh_pho,danh_muc,don_gia,so_luong,phuong_thuc_tt,danh_gia
DH01827,29/05/2025,KH0288,Hà Nội,Đồ uống,24000,6,Tiền mặt,4
DH01828,29/05/2025,KH0038,Hồ Chí Minh,Gia dụng,151000,2,Tiền mặt,5
DH01829,29/05/2025,KH0515,Hà Nội,Văn phòng phẩm,34000,2,Ví điện tử,1
DH01830,29/05/2025,, huế  ,Đồ uống,34000,3,Chuyển khoản,5
DH01830,29/05/2025,, huế  ,Đồ uống,34000,3,Chuyển khoản,5
DH01831,29/05/2025,KH0235,Huế,Đồ uống,39000,3,Chuyển khoản,5
DH01832,29/05/2025,KH0378,Hồ Chí Minh,Gia dụng,561000,3,Ví điện tử,
DH01833,29/05/2025,KH0339, đà nẵng  ,Đồ uống,23000,4,Tiền mặt,4
DH01834,29/05/2025,KH0139,Huế,Đồ uống,30000,4,Tiền mặt,5
DH01835,29/05/2025,KH0077,Đà Nẵng,Văn phòng phẩm,37000,5,Tiền mặt,3
DH01836,29/05/2025,KH0025,Huế,Đồ uống,25000,3,Ví điện tử,3
DH01837,29/05/2025,KH0323, hồ chí minh  ,Đồ uống,14000,3,Tiền mặt,
DH01838,29/05/2025,KH0126,Hà Nội,Mỹ phẩm,402000,4,Chuyển khoản,5
DH01839,30/05/2025,KH0329,Hồ Chí Minh,Gia dụng,528000,1,Ví điện tử,4
DH01840,30/05/2025,KH0036,Hà Nội,Văn phòng phẩm,13000,6,Ví điện tử,4
DH01841,30/05/2025,KH0191,Hà Nội ,Đồ uống,32000,4,Ví điện tử,5
DH01842,30/05/2025,KH0186,Cần Thơ,Thực phẩm,65000,2,Chuyển khoản,
DH01843,30/05/2025,KH0124, hồ chí minh  ,Văn phòng phẩm,49000,6,Chuyển khoản,4
DH01844,30/05/2025,KH0214,HỒ CHÍ MINH,Mỹ phẩm,391000,2,Ví điện tử,
DH01845,30/05/2025,KH0103,Hồ Chí Minh,Thực phẩm,100000,4,Ví điện tử,
DH01846,30/05/2025,KH0216,Hồ Chí Minh,Đồ uống,18000,4,Tiền mặt,5
DH01847,30/05/2025,KH0390,Hà Nội,Mỹ phẩm,137000,2,Chuyển khoản,3
DH01848,30/05/2025,KH0413,Hồ Chí Minh,Văn phòng phẩm,21000,2,Chuyển khoản,4
DH01849,30/05/2025,, hà nội  ,Mỹ phẩm,118000,2,Ví điện tử,2
DH01850,30/05/2025,KH0178,Hồ Chí Minh,Văn phòng phẩm,37000,4,Ví điện tử,5
DH01851,30/05/2025,KH0031,Hà Nội,Thực phẩm,44000,4,Chuyển khoản,4
DH01852,30/05/2025,KH0360,Hà Nội,Thực phẩm,30000,2,Ví điện tử,2
DH01853,31/05/2025,KH0459,Cần Thơ,Đồ uống,14000,5,Tiền mặt,5
DH01853,31/05/2025,KH0459,Cần Thơ,Đồ uống,14000,5,Tiền mặt,5
DH01854,31/05/2025,KH0521,Cần Thơ,Đồ uống,12000,4,Tiền mặt,4
DH01855,31/05/2025,KH0124,ĐÀ NẴNG,Đồ uống,16000,3,Chuyển khoản,4
DH01856,31/05/2025,KH0355,Đà Nẵng ,Thực phẩm,25000,2,Tiền mặt,2
DH01857,31/05/2025,KH0480,đà nẵng,Thực phẩm,23000,3,Chuyển khoản,3
DH01858,31/05/2025,KH0213,Huế,Thực phẩm,102000,7,Ví điện tử,
DH01859,31/05/2025,KH0380,Hà Nội,Văn phòng phẩm,37000,2,Tiền mặt,
DH01860,31/05/2025,KH0145,Hồ Chí Minh,Văn phòng phẩm,43000,4,Ví điện tử,4
DH01861,31/05/2025,KH0010,Đà Nẵng,Thực phẩm,111000,5,Chuyển khoản,4
DH01862,31/05/2025,KH0149,Hà Nội,Thực phẩm,142000,2,Ví điện tử,4
DH01863,31/05/2025,,Hà Nội,Đồ uống,16000,3,Tiền mặt,4
DH01864,31/05/2025,KH0415,Đà Nẵng,Mỹ phẩm,191000,2,Tiền mặt,
DH01865,31/05/2025,KH0110,Hà Nội ,Đồ uống,13000,3,Tiền mặt,5
DH01866,01/06/2025,KH0349,Hồ Chí Minh,Đồ uống,39000,1,Chuyển khoản,5
DH01867,01/06/2025,KH0497,Hồ Chí Minh,Mỹ phẩm,94000,2,Ví điện tử,5
DH01868,01/06/2025,KH0487,  Hà Nội,Đồ uống,17000,7,Chuyển khoản,3
DH01869,01/06/2025,,Cần Thơ,Thực phẩm,23000,3,Tiền mặt,4
DH01870,01/06/2025,KH0208,Hồ Chí Minh,Mỹ phẩm,435000,3,Ví điện tử,4
DH01871,01/06/2025,KH0171,Hồ Chí Minh,Thực phẩm,65000,5,Ví điện tử,4
DH01872,01/06/2025,KH0088,Hồ Chí Minh,Gia dụng,460000,1,Tiền mặt,2
DH01873,01/06/2025,KH0260,Hà Nội,Mỹ phẩm,198000,1,Ví điện tử,1
DH01874,01/06/2025,KH0429,Hà Nội,Mỹ phẩm,309000,3,Chuyển khoản,4
DH01875,01/06/2025,KH0225,Hà Nội,Văn phòng phẩm,28000,4,Chuyển khoản,5
DH01876,01/06/2025,KH0269,Huế,Đồ uống,22000,6,Tiền mặt,4
DH01877,01/06/2025,KH0181,HỒ CHÍ MINH,Mỹ phẩm,182000,4,Ví điện tử,1
DH01878,01/06/2025,KH0172,Hà Nội,Mỹ phẩm,280000,2,Ví điện tử,4
DH01879,01/06/2025,KH0386,Hồ Chí Minh,Mỹ phẩm,228000,2,Ví điện tử,2
DH01880,01/06/2025,KH0498,Hà Nội,Mỹ phẩm,416000,4,Chuyển khoản,1
DH01881,01/06/2025,KH0345,Hà Nội,Mỹ phẩm,214000,5,Chuyển khoản,5
DH01882,01/06/2025,KH0051,Hà Nội,Mỹ phẩm,335000,3,Ví điện tử,3
DH01883,01/06/2025,KH0231,Hồ Chí Minh,Đồ uống,39000,3,Ví điện tử,5
DH01884,01/06/2025,KH0095,  Cần Thơ,Thực phẩm,20000,2,Chuyển khoản,5
DH01885,01/06/2025,KH0350, cần thơ  ,Mỹ phẩm,244000,5,Ví điện tử,
DH01886,01/06/2025,KH0372,Cần Thơ,Mỹ phẩm,402000,3,Tiền mặt,1
DH01887,01/06/2025,KH0500,Hồ Chí Minh,Đồ uống,12000,3,Chuyển khoản,4
DH01888,01/06/2025,KH0305,Hà Nội,Thực phẩm,56000,3,Chuyển khoản,1
DH01889,01/06/2025,KH0321,Hà Nội,Đồ uống,38000,6,Tiền mặt,3
DH01890,01/06/2025,KH0313,Cần Thơ,Đồ uống,43000,3,Chuyển khoản,3
DH01891,02/06/2025,KH0443,Hà Nội,Đồ uống,43000,2,Ví điện tử,4
DH01892,02/06/2025,KH0178,Cần Thơ,Mỹ phẩm,422000,5,Tiền mặt,3
DH01893,02/06/2025,,cần thơ,Thực phẩm,114000,2,Ví điện tử,4
DH01894,02/06/2025,KH0407,Đà Nẵng,Thực phẩm,105000,3,Tiền mặt,3
DH01895,02/06/2025,KH0216,Hồ Chí Minh,Mỹ phẩm,306000,,Ví điện tử,
DH01896,02/06/2025,KH0195,Đà Nẵng,Thực phẩm,27000,3,Ví điện tử,2
DH01897,02/06/2025,KH0466,Huế,Văn phòng phẩm,46000,4,Ví điện tử,4
DH01898,02/06/2025,KH0465,Huế,Văn phòng phẩm,26000,3,Ví điện tử,4
DH01899,02/06/2025,KH0351,Cần Thơ,Gia dụng,367000,2,Tiền mặt,3
DH01900,02/06/2025,KH0468,Cần Thơ,Đồ uống,43000,4,Tiền mặt,4
DH01901,02/06/2025,KH0489,Huế,Thực phẩm,26000,8,Ví điện tử,2
DH01902,02/06/2025,KH0250,Huế ,Văn phòng phẩm,27000,4,Tiền mặt,3
DH01903,02/06/2025,KH0215,Hà Nội,Đồ uống,26000,5,Chuyển khoản,4
DH01904,02/06/2025,KH0027,Hà Nội,Thực phẩm,20000,2,Tiền mặt,4
DH01905,02/06/2025,KH0354,Hồ Chí Minh,Thực phẩm,45000,3,Chuyển khoản,2
DH01906,02/06/2025,KH0422,Đà Nẵng ,Thực phẩm,136000,5,Ví điện tử,4
DH01907,02/06/2025,KH0237,Hà Nội,Đồ uống,41000,2,Ví điện tử,3
DH01908,02/06/2025,KH0416,Huế,Mỹ phẩm,123000,5,Chuyển khoản,4
DH01909,02/06/2025,KH0475,Huế,Đồ uống,29000,6,Chuyển khoản,4
DH01910,02/06/2025,KH0119,Hồ Chí Minh,Đồ uống,24000,7,Chuyển khoản,
DH01911,03/06/2025,KH0375,Hà Nội,Đồ uống,32000,6,Tiền mặt,5
DH01912,03/06/2025,KH0071,Cần Thơ,Văn phòng phẩm,11000,2,Chuyển khoản,5
DH01913,03/06/2025,KH0034,Hồ Chí Minh,Đồ uống,44000,2,Ví điện tử,
DH01914,03/06/2025,KH0460,Hồ Chí Minh,Thực phẩm,149000,3,Chuyển khoản,2
DH01915,03/06/2025,KH0194,Hồ Chí Minh,Mỹ phẩm,429000,1,Tiền mặt,4
DH01916,03/06/2025,KH0221,Hồ Chí Minh,Đồ uống,15000,7,Tiền mặt,4
DH01917,03/06/2025,KH0470,Hồ Chí Minh,Thực phẩm,76000,3,Ví điện tử,1
DH01918,03/06/2025,KH0434,Cần Thơ,Thực phẩm,142000,5,Tiền mặt,4
DH01919,03/06/2025,KH0008,Huế,Thực phẩm,37000,3,Ví điện tử,3
DH01920,03/06/2025,KH0006,HÀ NỘI,Văn phòng phẩm,34000,5,Tiền mặt,
DH01921,03/06/2025,KH0361,Huế,Đồ uống,33000,7,Tiền mặt,
DH01922,03/06/2025,KH0064,Hồ Chí Minh,Mỹ phẩm,153000,1,Chuyển khoản,4
DH01923,03/06/2025,KH0355,Huế,Văn phòng phẩm,11000,5,Tiền mặt,4
DH01924,03/06/2025,KH0424,Hồ Chí Minh,Gia dụng,305000,2,Ví điện tử,3
DH01925,04/06/2025,KH0105,Cần Thơ,Đồ uống,18000,3,Tiền mặt,
DH01926,04/06/2025,KH0111,Hồ Chí Minh,Đồ uống,33000,2,Ví điện tử,2
DH01927,04/06/2025,KH0309,Đà Nẵng,Thực phẩm,67000,3,Tiền mặt,
DH01928,04/06/2025,KH0464,Đà Nẵng,Thực phẩm,146000,2,Tiền mặt,5
DH01929,04/06/2025,KH0123,Hà Nội,Đồ uống,13000,4,Ví điện tử,4
DH01930,04/06/2025,KH0451,Huế,Đồ uống,17000,4,Ví điện tử,5
DH01931,04/06/2025,KH0218,Hà Nội,Thực phẩm,78000,2,Tiền mặt,4
DH01932,04/06/2025,KH0260,Hà Nội,Thực phẩm,93000,3,Ví điện tử,5
DH01933,04/06/2025,KH0136,Hà Nội,Gia dụng,111000,3,Chuyển khoản,5
DH01934,04/06/2025,KH0224,Hồ Chí Minh,Mỹ phẩm,190000,,Chuyển khoản,
DH01935,04/06/2025,KH0015,Hà Nội,Thực phẩm,49000,3,Tiền mặt,
DH01936,04/06/2025,KH0464,Cần Thơ,Thực phẩm,39000,4,Chuyển khoản,4
DH01937,04/06/2025,KH0127,Hà Nội,Thực phẩm,51000,3,Ví điện tử,4
DH01938,04/06/2025,KH0119, huế  ,Đồ uống,34000,5,Tiền mặt,4
DH01939,04/06/2025,KH0494,Hồ Chí Minh,Thực phẩm,33000,2,Chuyển khoản,4
DH01940,04/06/2025,KH0223,Hồ Chí Minh,Thực phẩm,135000,4,Chuyển khoản,3
DH01941,04/06/2025,KH0484,Hồ Chí Minh,Đồ uống,25000,2,Ví điện tử,
DH01942,04/06/2025,KH0243,HÀ NỘI,Thực phẩm,45000,1,Tiền mặt,4
DH01943,04/06/2025,,Huế,Gia dụng,372000,1,Tiền mặt,5
DH01944,04/06/2025,KH0055,Hồ Chí Minh,Đồ uống,17000,5,Chuyển khoản,5
DH01945,04/06/2025,KH0198,Huế,Mỹ phẩm,212000,4,Tiền mặt,5
DH01946,05/06/2025,KH0236,Huế,Thực phẩm,138000,2,Chuyển khoản,4
DH01947,05/06/2025,KH0256,Hà Nội,Gia dụng,123000,1,Ví điện tử,4
DH01948,05/06/2025,KH0085,Hồ Chí Minh,Đồ uống,44000,6,Chuyển khoản,3
DH01949,05/06/2025,KH0046,Đà Nẵng,Mỹ phẩm,285000,3,Tiền mặt,
DH01950,05/06/2025,KH0383,Cần Thơ,Đồ uống,25000,4,Tiền mặt,4
DH01951,05/06/2025,KH0390,Hà Nội,Đồ uống,13000,2,Chuyển khoản,3
DH01952,05/06/2025,KH0318,Cần Thơ,Thực phẩm,115000,5,Ví điện tử,5
DH01953,05/06/2025,KH0424,Hồ Chí Minh,Văn phòng phẩm,60000,5,Ví điện tử,2
DH01954,05/06/2025,KH0405,Hà Nội,Đồ uống,21000,5,Ví điện tử,3
DH01955,05/06/2025,KH0178,Hà Nội,Đồ uống,23000,4,Ví điện tử,5
DH01956,05/06/2025,KH0340,Huế,Đồ uống,31000,5,Tiền mặt,3
DH01957,05/06/2025,KH0109,Đà Nẵng,Văn phòng phẩm,35000,4,Tiền mặt,4
DH01958,05/06/2025,,Cần Thơ,Mỹ phẩm,249000,3,Ví điện tử,3
DH01959,05/06/2025,KH0386,  Đà Nẵng,Mỹ phẩm,253000,6,Tiền mặt,
DH01960,05/06/2025,KH0489,Hồ Chí Minh,Văn phòng phẩm,12000,2,Ví điện tử,4
DH01961,05/06/2025,KH0195,Hồ Chí Minh,Mỹ phẩm,325000,1,Tiền mặt,
DH01962,05/06/2025,KH0023,Huế,Văn phòng phẩm,44000,1,Chuyển khoản,4
DH01963,06/06/2025,KH0386,Hồ Chí Minh,Văn phòng phẩm,36000,2,Ví điện tử,5
DH01964,06/06/2025,KH0143,Hà Nội,Văn phòng phẩm,47000,11,Ví điện tử,4
DH01965,06/06/2025,KH0099,Hà Nội,Mỹ phẩm,234000,2,Ví điện tử,3
DH01966,06/06/2025,KH0344,Cần Thơ,Đồ uống,28000,5,Tiền mặt,5
DH01967,06/06/2025,KH0335,Cần Thơ,Văn phòng phẩm,48000,2,Ví điện tử,
DH01968,06/06/2025,KH0416,Hà Nội,Đồ uống,32000,6,Chuyển khoản,
DH01969,06/06/2025,KH0493,Hà Nội,Đồ uống,15000,8,Ví điện tử,1
DH01970,06/06/2025,KH0038,Hồ Chí Minh,Đồ uống,13000,4,Chuyển khoản,1
DH01971,06/06/2025,KH0238,Hà Nội,Thực phẩm,104000,,Tiền mặt,
DH01972,06/06/2025,KH0425,Đà Nẵng,Thực phẩm,49000,3,Ví điện tử,4
DH01973,06/06/2025,KH0240,  Hà Nội,Đồ uống,27000,3,Chuyển khoản,1
DH01974,06/06/2025,KH0140,Đà Nẵng,Đồ uống,12000,5,Tiền mặt,3
DH01975,06/06/2025,KH0345,Cần Thơ,Thực phẩm,73000,2,Ví điện tử,3
DH01976,06/06/2025,KH0377,Cần Thơ,Văn phòng phẩm,5000,4,Tiền mặt,5
DH01977,06/06/2025,KH0251,Đà Nẵng,Thực phẩm,54000,7,Ví điện tử,5
DH01978,06/06/2025,KH0496,Huế,Mỹ phẩm,306000,4,Tiền mặt,5
DH01979,06/06/2025,KH0322,Hồ Chí Minh,Đồ uống,16000,3,Chuyển khoản,2
DH01980,06/06/2025,KH0071,Hồ Chí Minh,Mỹ phẩm,157000,3,Chuyển khoản,4
DH01981,07/06/2025,KH0283,Hà Nội,Mỹ phẩm,431000,2,Ví điện tử,4
DH01982,07/06/2025,KH0030, đà nẵng  ,Thực phẩm,130000,5,Tiền mặt,5
DH01983,07/06/2025,KH0313,Hồ Chí Minh,Mỹ phẩm,403000,2,Ví điện tử,
DH01984,07/06/2025,KH0254,Hà Nội,Văn phòng phẩm,6000,2,Chuyển khoản,5
DH01985,07/06/2025,KH0426,Cần Thơ,Đồ uống,14000,2,Ví điện tử,2
DH01986,07/06/2025,KH0555,Hà Nội,Thực phẩm,59000,2,Ví điện tử,2
DH01987,07/06/2025,KH0394,Hà Nội,Văn phòng phẩm,21000,3,Tiền mặt,4
DH01988,07/06/2025,KH0338,Đà Nẵng,Gia dụng,271000,1,Tiền mặt,3
DH01989,07/06/2025,KH0332,Hồ Chí Minh,Văn phòng phẩm,11000,3,Chuyển khoản,5
DH01990,07/06/2025,KH0164,  Hà Nội,Văn phòng phẩm,14000,3,Chuyển khoản,4
DH01991,07/06/2025,KH0236,Đà Nẵng,Đồ uống,41000,7,Ví điện tử,3
DH01992,07/06/2025,KH0206,Cần Thơ,Văn phòng phẩm,9000,8,Tiền mặt,
DH01993,07/06/2025,KH0451,Hà Nội,Đồ uống,20000,7,Ví điện tử,3
DH01994,07/06/2025,KH0477,Hà Nội,Đồ uống,30000,7,Chuyển khoản,4
DH01995,07/06/2025,KH0489,Hồ Chí Minh,Mỹ phẩm,375000,4,Tiền mặt,3
DH01996,07/06/2025,KH0190,Hồ Chí Minh,Đồ uống,44000,5,Tiền mặt,4
DH01997,07/06/2025,KH0331,Hồ Chí Minh,Văn phòng phẩm,44000,7,Tiền mặt,4
DH01998,07/06/2025,KH0354,Hà Nội ,Thực phẩm,49000,4,Chuyển khoản,5
DH01999,07/06/2025,KH0204,Cần Thơ,Văn phòng phẩm,15000,9,Tiền mặt,
DH02000,08/06/2025,,Hồ Chí Minh,Văn phòng phẩm,38000,3,Ví điện tử,2
DH02001,08/06/2025,KH0144,Hồ Chí Minh,Thực phẩm,26000,5,Tiền mặt,
DH02002,08/06/2025,KH0079,Cần Thơ,Thực phẩm,38000,1,Ví điện tử,
DH02003,08/06/2025,KH0400,Hồ Chí Minh,Thực phẩm,91000,3,Chuyển khoản,4
DH02004,08/06/2025,KH0493,Hà Nội,Mỹ phẩm,448000,4,Ví điện tử,3
DH02005,08/06/2025,KH0038,Hồ Chí Minh,Thực phẩm,47000,4,Chuyển khoản,4
DH02006,08/06/2025,KH0358,Đà Nẵng,Gia dụng,181000,3,Chuyển khoản,4
DH02007,08/06/2025,KH0084,Hồ Chí Minh,Mỹ phẩm,293000,2,Tiền mặt,2
DH02008,08/06/2025,KH0226,Hồ Chí Minh,Đồ uống,39000,2,Chuyển khoản,4
DH02009,08/06/2025,KH0497,Hồ Chí Minh,Mỹ phẩm,125000,4,Ví điện tử,5
DH02010,08/06/2025,KH0111,Cần Thơ,Đồ uống,20000,6,Chuyển khoản,3
DH02011,08/06/2025,,Hà Nội,Thực phẩm,80000,2,Tiền mặt,
DH02012,08/06/2025,KH0035,Hà Nội,Thực phẩm,106000,3,Chuyển khoản,
DH02013,08/06/2025,KH0224,Hồ Chí Minh,Thực phẩm,121000,3,Ví điện tử,4
DH02014,08/06/2025,KH0236,Hà Nội,Thực phẩm,93000,6,Ví điện tử,2
DH02015,08/06/2025,KH0175,Cần Thơ,Gia dụng,335000,2,Ví điện tử,4
DH02016,08/06/2025,KH0476,Hà Nội,Thực phẩm,132000,1,Ví điện tử,3
DH02017,08/06/2025,KH0171,  Hà Nội,Thực phẩm,92000,4,Ví điện tử,4
DH02018,08/06/2025,KH0148,Đà Nẵng,Đồ uống,42000,999,Tiền mặt,2
DH02019,08/06/2025,,Cần Thơ,Đồ uống,15000,3,Tiền mặt,3
DH02020,08/06/2025,KH0103,Hồ Chí Minh,Mỹ phẩm,415000,9,Chuyển khoản,2
DH02021,08/06/2025,KH0016,Đà Nẵng ,Đồ uống,40000,5,Chuyển khoản,5
DH02022,08/06/2025,KH0310,Hà Nội,Thực phẩm,106000,1,Ví điện tử,4
DH02023,08/06/2025,KH0308,Hà Nội,Mỹ phẩm,287000,1,Ví điện tử,2
DH02024,08/06/2025,KH0191,CẦN THƠ,Thực phẩm,116000,3,Chuyển khoản,4
DH02025,08/06/2025,KH0440,Hà Nội,Đồ uống,43000,4,Ví điện tử,1
DH02026,08/06/2025,KH0463,HÀ NỘI,Đồ uống,31000,5,Chuyển khoản,3
DH02027,08/06/2025,KH0525,ĐÀ NẴNG,Mỹ phẩm,212000,1,Ví điện tử,5
DH02028,09/06/2025,KH0369,Hà Nội,Mỹ phẩm,202000,3,Chuyển khoản,4
DH02029,09/06/2025,KH0252,Hồ Chí Minh,Đồ uống,32000,5,Ví điện tử,4
DH02030,09/06/2025,KH0351,Hà Nội,Văn phòng phẩm,37000,6,Tiền mặt,5
DH02031,09/06/2025,KH0461,Hà Nội,Đồ uống,43000,2,Tiền mặt,5
DH02031,09/06/2025,KH0461,Hà Nội,Đồ uống,43000,2,Tiền mặt,5
DH02032,09/06/2025,KH0043,Hồ Chí Minh,Thực phẩm,32000,2,Ví điện tử,5
DH02033,09/06/2025,KH0470,Hà Nội,Đồ uống,25000,2,Ví điện tử,3
DH02033,09/06/2025,KH0470,Hà Nội,Đồ uống,25000,2,Ví điện tử,3
DH02034,09/06/2025,KH0351,Hà Nội,Gia dụng,200000,4,Chuyển khoản,4
DH02035,09/06/2025,,hà nội,Mỹ phẩm,317000,1,Tiền mặt,
DH02036,09/06/2025,KH0014,Hà Nội,Mỹ phẩm,263000,8,Chuyển khoản,4
DH02037,09/06/2025,KH0482,Hồ Chí Minh,Đồ uống,19000,4,Ví điện tử,4
DH02038,09/06/2025,KH0248,Hà Nội,Văn phòng phẩm,44000,3,Ví điện tử,4
DH02039,09/06/2025,KH0167,Hà Nội,Mỹ phẩm,346000,2,Chuyển khoản,4
DH02040,09/06/2025,KH0119, hà nội  ,Mỹ phẩm,379000,2,Chuyển khoản,
DH02041,09/06/2025,KH0224,Cần Thơ,Thực phẩm,74000,3,Ví điện tử,4
DH02042,09/06/2025,KH0251,Hồ Chí Minh,Mỹ phẩm,267000,1,Ví điện tử,4
DH02043,10/06/2025,KH0233,Hà Nội,Đồ uống,27000,4,Chuyển khoản,4
DH02044,10/06/2025,KH0311,  Hà Nội,Thực phẩm,42000,4,Tiền mặt,1
DH02045,10/06/2025,KH0199,Hà Nội,Văn phòng phẩm,50000,6,Ví điện tử,3
DH02046,10/06/2025,KH0269,Hà Nội,Đồ uống,22000,4,Ví điện tử,3
DH02047,10/06/2025,KH0109,Đà Nẵng ,Văn phòng phẩm,53000,4,Tiền mặt,5
DH02048,10/06/2025,KH0051,Huế,Thực phẩm,135000,2,Tiền mặt,4
DH02049,10/06/2025,KH0365,Hà Nội,Đồ uống,33000,8,Chuyển khoản,1
DH02050,10/06/2025,KH0320,Hồ Chí Minh,Đồ uống,17000,5,Ví điện tử,
DH02051,10/06/2025,KH0277,Hà Nội,Đồ uống,13000,3,Chuyển khoản,4
DH02052,10/06/2025,KH0102,Đà Nẵng,Thực phẩm,145000,3,Ví điện tử,5
DH02053,10/06/2025,KH0355,Hà Nội,Đồ uống,31000,4,Tiền mặt,
DH02054,10/06/2025,KH0420,Hà Nội,Thực phẩm,124000,2,Tiền mặt,3
DH02055,10/06/2025,KH0427,Hà Nội,Thực phẩm,123000,1,Ví điện tử,4
DH02056,10/06/2025,KH0361,Hồ Chí Minh,Đồ uống,38000,5,Chuyển khoản,5
DH02057,10/06/2025,KH0153,Hà Nội,Thực phẩm,29000,2,Chuyển khoản,
DH02058,10/06/2025,KH0026,Hà Nội,Gia dụng,597000,4,Tiền mặt,3
DH02059,11/06/2025,KH0361, đà nẵng  ,Thực phẩm,89000,,Tiền mặt,3
DH02060,11/06/2025,KH0223,Hồ Chí Minh,Thực phẩm,127000,2,Ví điện tử,3
DH02061,11/06/2025,KH0161,Huế,Đồ uống,45000,3,Chuyển khoản,5
DH02062,11/06/2025,KH0440,Đà Nẵng,Đồ uống,39000,3,Ví điện tử,3
DH02063,11/06/2025,KH0297,Hà Nội,Đồ uống,14000,3,Ví điện tử,
DH02064,11/06/2025,KH0151,Hà Nội,Đồ uống,33000,5,Ví điện tử,4
DH02065,11/06/2025,KH0461,Huế,Thực phẩm,80000,4,Ví điện tử,2
DH02066,11/06/2025,,Huế,Thực phẩm,134000,1,Ví điện tử,4
DH02067,11/06/2025,KH0220,Hà Nội,Văn phòng phẩm,12000,4,Ví điện tử,3
DH02068,11/06/2025,KH0208,Hồ Chí Minh,Mỹ phẩm,319000,1,Chuyển khoản,3
DH02069,11/06/2025,KH0050,HÀ NỘI,Đồ uống,30000,,Ví điện tử,5
DH02070,11/06/2025,KH0425,Hồ Chí Minh,Thực phẩm,30000,3,Ví điện tử,3
DH02071,11/06/2025,KH0258,Hà Nội,Đồ uống,29000,5,Ví điện tử,4
DH02072,12/06/2025,KH0227,Đà Nẵng,Đồ uống,22000,8,Chuyển khoản,
DH02073,12/06/2025,KH0261,Cần Thơ,Thực phẩm,85000,4,Chuyển khoản,4
DH02074,12/06/2025,KH0281,Hồ Chí Minh,Đồ uống,36000,2,Tiền mặt,1
DH02075,12/06/2025,KH0033,Hồ Chí Minh,Đồ uống,16000,5,Chuyển khoản,
DH02076,12/06/2025,KH0204,Hà Nội ,Đồ uống,17000,11,Ví điện tử,3
DH02077,12/06/2025,,Hồ Chí Minh,Thực phẩm,89000,3,Chuyển khoản,3
DH02078,12/06/2025,KH0095,Hà Nội,Đồ uống,24000,4,Tiền mặt,4
DH02079,12/06/2025,KH0483,Hà Nội,Đồ uống,16000,5,Chuyển khoản,
DH02080,12/06/2025,KH0013,Hồ Chí Minh,Thực phẩm,109000,3,Tiền mặt,3
DH02081,12/06/2025,KH0171,Đà Nẵng,Văn phòng phẩm,10000,4,Tiền mặt,3
DH02082,12/06/2025,KH0267,Hồ Chí Minh,Văn phòng phẩm,54000,3,Ví điện tử,
DH02083,12/06/2025,,Hà Nội,Mỹ phẩm,146000,3,Chuyển khoản,3
DH02084,12/06/2025,KH0384, hà nội  ,Thực phẩm,84000,3,Tiền mặt,1
DH02084,12/06/2025,KH0384, hà nội  ,Thực phẩm,84000,3,Tiền mặt,1
DH02085,12/06/2025,KH0451,Đà Nẵng,Thực phẩm,68000,5,Tiền mặt,
DH02086,12/06/2025,KH0312,Hà Nội,Đồ uống,20000,6,Chuyển khoản,4
DH02087,12/06/2025,KH0077,Cần Thơ,Đồ uống,27000,5,Ví điện tử,
DH02088,12/06/2025,KH0401,Cần Thơ,Thực phẩm,99000,3,Ví điện tử,4
DH02089,12/06/2025,KH0138,Hà Nội,Gia dụng,163000,3,Ví điện tử,
DH02090,12/06/2025,KH0407,Cần Thơ,Đồ uống,35000,2,Tiền mặt,
DH02091,13/06/2025,KH0352,Hà Nội,Gia dụng,484000,1,Chuyển khoản,4
DH02092,13/06/2025,KH0471,Hà Nội,Mỹ phẩm,350000,5,Ví điện tử,5
DH02093,13/06/2025,KH0318, hồ chí minh  ,Văn phòng phẩm,5000,7,Chuyển khoản,4
DH02094,13/06/2025,KH0410,HUẾ,Đồ uống,32000,4,Tiền mặt,2
DH02095,13/06/2025,KH0477,Cần Thơ,Thực phẩm,41000,2,Chuyển khoản,4
DH02096,13/06/2025,KH0102, hà nội  ,Mỹ phẩm,366000,5,Tiền mặt,3
DH02097,13/06/2025,KH0139,Cần Thơ,Thực phẩm,99000,3,Chuyển khoản,4
DH02098,13/06/2025,KH0104,Hồ Chí Minh,Văn phòng phẩm,33000,4,Ví điện tử,3
DH02099,13/06/2025,KH0147,Hồ Chí Minh,Gia dụng,422000,3,Chuyển khoản,4
DH02100,13/06/2025,KH0245,Huế,Thực phẩm,110000,6,Ví điện tử,5
DH02101,13/06/2025,KH0046,Đà Nẵng ,Mỹ phẩm,376000,4,Chuyển khoản,2
DH02102,13/06/2025,KH0295,Hồ Chí Minh,Mỹ phẩm,406000,3,Ví điện tử,4
DH02103,13/06/2025,KH0144,HỒ CHÍ MINH,Thực phẩm,44000,4,Chuyển khoản,4
DH02104,13/06/2025,KH0213,Cần Thơ,Thực phẩm,82000,5,Chuyển khoản,4
DH02105,13/06/2025,KH0107,Hồ Chí Minh,Thực phẩm,47000,1,Ví điện tử,
DH02106,13/06/2025,KH0251,Cần Thơ,Thực phẩm,22000,4,Chuyển khoản,
DH02107,13/06/2025,KH0401,Cần Thơ,Gia dụng,159000,3,Chuyển khoản,5
